,airline_sentiment,tweet_coord,latitude,longitude
451,0,"34.09548421, -81.20955847",34.09548421,-81.20955847
452,1,"42.3427056, -71.5504108",42.3427056,-71.5504108
453,2,"33.78310211, -84.21250227",33.78310211,-84.21250227
454,2,"42.35829164, -71.06163025",42.35829164,-71.06163025
455,2,"26.37067479, -80.10215823",26.37067479,-80.10215823
456,2,"41.06865736, -73.70398273",41.06865736,-73.70398273
457,1,"40.64579177, -73.77555571",40.64579177,-73.77555571
458,0,"41.06869526, -73.70402469",41.06869526,-73.70402469
459,1,"40.6467516, -73.77465033",40.6467516,-73.77465033
460,0,"40.64646872, -73.77594979",40.64646872,-73.77594979
461,0,"26.0713458, -80.146874",26.0713458,-80.146874
462,1,"13.07761455, -59.60542973",13.07761455,-59.60542973
463,0,"13.07787514, -59.6049865",13.07787514,-59.6049865
464,2,"33.7008468, -118.0192094",33.7008468,-118.0192094
465,1,"40.64682076, -73.7823236",40.64682076,-73.7823236
466,0,"40.64485766, -73.78737261",40.64485766,-73.78737261
467,0,"42.36494288, -71.01451482",42.36494288,-71.01451482
468,2,"40.89343356, -74.29961359",40.89343356,-74.29961359
469,0,"40.85036847, -74.42575912",40.85036847,-74.42575912
470,0,"40.775248, -74.48253909",40.775248,-74.48253909
471,1,"40.77844416, -73.87477197",40.77844416,-73.87477197
472,0,"40.64797296, -73.77939249",40.64797296,-73.77939249
473,0,"40.64602261, -73.7762935",40.64602261,-73.7762935
474,1,"40.61883222, -74.015404",40.61883222,-74.015404
475,0,"40.61884429, -74.0153922",40.61884429,-74.0153922
476,0,"40.61878764, -74.01544319",40.61878764,-74.01544319
477,0,"40.61886457, -74.01535789",40.61886457,-74.01535789
478,1,"40.79874419, -73.82756667",40.79874419,-73.82756667
479,0,"40.6466862, -73.7769539",40.6466862,-73.7769539
480,0,"42.40805407, -88.62699707",42.40805407,-88.62699707
481,0,"40.7740308, -73.8674526",40.7740308,-73.8674526
482,2,"4.69840554, -74.14134323",4.69840554,-74.14134323
483,0,"32.73346632, -117.20410937",32.73346632,-117.20410937
484,0,"40.64646912, -73.79133606",40.64646912,-73.79133606
485,2,"38.6485933, -121.11740707",38.6485933,-121.11740707
486,0,"40.64646912, -73.79133606",40.64646912,-73.79133606
487,0,"40.64646912, -73.79133606",40.64646912,-73.79133606
488,2,"38.69255098, -121.58854512",38.69255098,-121.58854512
489,1,"25.05152514, -77.46620117",25.05152514,-77.46620117
490,2,"34.546788, -87.012305",34.546788,-87.012305
491,0,"40.65275545, -73.79457024",40.65275545,-73.79457024
492,0,"40.64779984, -73.78283404",40.64779984,-73.78283404
493,1,"42.36726898, -71.01512871",42.36726898,-71.01512871
494,0,"18.43615031, -66.00573829",18.43615031,-66.00573829
495,2,"40.67851205, -73.43465391",40.67851205,-73.43465391
496,2,"41.05811177, -73.53637216",41.05811177,-73.53637216
497,0,"40.64573089, -73.77655727",40.64573089,-73.77655727
498,2,"28.42301907, -81.29654204",28.42301907,-81.29654204
499,0,"40.64342444, -111.49392569",40.64342444,-111.49392569
500,0,"40.64339686, -111.49337274",40.64339686,-111.49337274
501,1,"40.88529232, -73.856635",40.88529232,-73.856635
502,0,"40.88539964, -73.85658056",40.88539964,-73.85658056
503,2,"40.7171667, -73.96415608",40.7171667,-73.96415608
504,1,"40.71716644, -73.96426215",40.71716644,-73.96426215
505,1,"43.3230125, -73.64314219",43.3230125,-73.64314219
506,1,"33.8117407, -118.1628",33.8117407,-118.1628
507,2,"26.07159064, -80.14770942",26.07159064,-80.14770942
508,0,"40.64530946, -73.77617682",40.64530946,-73.77617682
509,0,"40.64534568, -73.77609616",40.64534568,-73.77609616
510,0,"40.64531687, -73.77617765",40.64531687,-73.77617765
511,0,"40.64529157, -73.7761025",40.64529157,-73.7761025
512,1,"37.40321679, -121.96988433",37.40321679,-121.96988433
513,1,"38.91355311, -77.04169657",38.91355311,-77.04169657
514,2,"40.79248745, -111.98778056",40.79248745,-111.98778056
515,1,"40.64638899, -73.78399051",40.64638899,-73.78399051
516,0,"40.64656067, -73.78334045",40.64656067,-73.78334045
517,0,"40.64656067, -73.78334045",40.64656067,-73.78334045
518,0,"40.64656067, -73.78334045",40.64656067,-73.78334045
519,0,"40.64656067, -73.78334045",40.64656067,-73.78334045
520,0,"40.64656067, -73.78334045",40.64656067,-73.78334045
521,2,"40.64661043, -73.776003",40.64661043,-73.776003
522,0,"40.64719984, -73.77530956",40.64719984,-73.77530956
523,0,"40.64679403, -73.77516598",40.64679403,-73.77516598
524,1,"40.64679903, -73.7734517",40.64679903,-73.7734517
525,0,"40.64374009, -73.77678134",40.64374009,-73.77678134
526,0,"40.64490372, -73.77508276",40.64490372,-73.77508276
527,2,"42.36834942, -71.0152744",42.36834942,-71.0152744
528,0,"42.36833796, -71.01525742",42.36833796,-71.01525742
529,0,"40.63817554, -73.95630614",40.63817554,-73.95630614
530,0,"38.87982914, -77.11608667",38.87982914,-77.11608667
531,0,"33.81346953, -117.91426571",33.81346953,-117.91426571
532,1,"33.81391813, -117.92216895",33.81391813,-117.92216895
533,2,"40.64610291, -73.78666687",40.64610291,-73.78666687
534,0,"40.64527675, -73.7761654",40.64527675,-73.7761654
535,0,"40.64527481, -73.77615604",40.64527481,-73.77615604
536,0,"40.51809311, -74.48552378",40.51809311,-74.48552378
537,0,"40.51806327, -74.48518231",40.51806327,-74.48518231
538,1,"40.51270596, -74.48509319",40.51270596,-74.48509319
539,0,"40.64518126, -73.77582926",40.64518126,-73.77582926
540,0,"40.51794328, -74.48516831",40.51794328,-74.48516831
541,0,"40.64520088, -73.77587636",40.64520088,-73.77587636
542,0,"40.77471899, -73.86957658",40.77471899,-73.86957658
543,1,"46.14149629, -122.90609053",46.14149629,-122.90609053
544,0,"40.77460155, -73.86969694",40.77460155,-73.86969694
545,0,"41.71826065, -72.68689133",41.71826065,-72.68689133
546,2,"28.4261453, -81.2998841",28.4261453,-81.2998841
547,2,"18.22245647, -63.00369733",18.22245647,-63.00369733
548,2,"18.22245647, -63.00369733",18.22245647,-63.00369733
549,2,"18.22245747, -63.00369895",18.22245747,-63.00369895
550,0,"32.73130971, -117.20222555",32.73130971,-117.20222555
551,0,"18.44643543, -66.28345755",18.44643543,-66.28345755
552,0,"18.4465457, -66.28316651",18.4465457,-66.28316651
553,0,"32.99815682, -117.17405196",32.99815682,-117.17405196
554,0,"42.36604659, -71.01573889",42.36604659,-71.01573889
555,1,"40.64784472, -73.77710687",40.64784472,-73.77710687
556,0,"40.64656067, -73.78334045",40.64656067,-73.78334045
557,1,"46.16798631, -122.96616783",46.16798631,-122.96616783
558,1,"46.16788404, -122.96673513",46.16788404,-122.96673513
559,2,"40.78521842, -74.07232899",40.78521842,-74.07232899
560,2,"32.07301184, -81.09362691",32.07301184,-81.09362691
561,0,"35.21979387, -80.94498281",35.21979387,-80.94498281
562,2,"33.43720156, -111.99928786",33.43720156,-111.99928786
563,0,"40.6954621, -74.1733106",40.6954621,-74.1733106
564,0,"29.99135326, -95.52122091",29.99135326,-95.52122091
565,0,"29.99653598, -95.53874781",29.99653598,-95.53874781
566,2,"35.22177192, -80.92309308",35.22177192,-80.92309308
567,1,"38.95804042, -77.26190063",38.95804042,-77.26190063
568,1,"39.87010428, -75.2507858",39.87010428,-75.2507858
569,0,"42.2822248, -71.0378408",42.2822248,-71.0378408
570,0,"33.43588637, -111.99965664",33.43588637,-111.99965664
571,0,"33.43824974, -111.99987573",33.43824974,-111.99987573
572,0,"33.43790009, -111.99746652",33.43790009,-111.99746652
573,0,"35.21843964, -80.94253029",35.21843964,-80.94253029
574,0,"39.8805621, -75.23893393",39.8805621,-75.23893393
575,0,"39.88116058, -75.24031037",39.88116058,-75.24031037
576,0,"39.88024969, -75.2363937",39.88024969,-75.2363937
577,1,"33.6424884, -84.4325976",33.6424884,-84.4325976
578,0,"21.15194085, -86.82443877",21.15194085,-86.82443877
579,0,"40.49569523, -80.24513477",40.49569523,-80.24513477
580,0,"36.11203645, -115.17712729",36.11203645,-115.17712729
581,0,"33.80598632, -118.36571615",33.80598632,-118.36571615
582,0,"38.86411798, -77.0231684",38.86411798,-77.0231684
583,0,"32.43487013, -80.64150369",32.43487013,-80.64150369
584,0,"33.54774386, -86.75224256",33.54774386,-86.75224256
585,0,"39.8749399, -75.2407937",39.8749399,-75.2407937
586,0,"39.8749366, -75.2407972",39.8749366,-75.2407972
587,0,"21.15192481, -86.82441431",21.15192481,-86.82441431
588,0,"39.8749922, -75.24017448",39.8749922,-75.24017448
589,0,"39.87455718, -75.24082121",39.87455718,-75.24082121
590,0,"42.36184505, -71.02219492",42.36184505,-71.02219492
591,0,"43.19825137, -70.87335749",43.19825137,-70.87335749
592,0,"43.19830037, -70.87348793",43.19830037,-70.87348793
593,0,"43.19824341, -70.8733423",43.19824341,-70.8733423
594,0,"43.19872113, -70.87307422",43.19872113,-70.87307422
595,0,"42.74561865, -73.80942844",42.74561865,-73.80942844
596,1,"35.87642273, -78.79274566",35.87642273,-78.79274566
597,0,"35.87648539, -78.79266577",35.87648539,-78.79266577
598,1,"33.50528024, -86.81047219",33.50528024,-86.81047219
599,0,"40.85214382, -73.28567395",40.85214382,-73.28567395
600,0,"39.98272482, -86.22502919",39.98272482,-86.22502919
601,0,"37.78831231, -122.41007318",37.78831231,-122.41007318
602,0,"35.22358885, -80.95061712",35.22358885,-80.95061712
603,0,"35.21905941, -80.9426995",35.21905941,-80.9426995
604,0,"40.04903686, -75.1035816",40.04903686,-75.1035816
605,0,"39.87309176, -75.24413798",39.87309176,-75.24413798
606,0,"38.92102632, -76.9969392",38.92102632,-76.9969392
607,0,"39.52438256, -74.70144898",39.52438256,-74.70144898
608,0,"36.24269903, -86.10760197",36.24269903,-86.10760197
609,0,"25.7789761, -80.1353923",25.7789761,-80.1353923
610,0,"25.7789509, -80.1353866",25.7789509,-80.1353866
611,0,"39.05365524, -84.65487604",39.05365524,-84.65487604
612,0,"39.25956567, -76.70131545",39.25956567,-76.70131545
613,0,"39.87631844, -75.24302471",39.87631844,-75.24302471
614,0,"43.74167873, -79.3442243",43.74167873,-79.3442243
615,0,"34.00912984, -84.37154603",34.00912984,-84.37154603
616,0,"39.87355987, -75.24730884",39.87355987,-75.24730884
617,0,"39.87414824, -75.25238981",39.87414824,-75.25238981
618,0,"39.87414053, -75.25236332",39.87414053,-75.25236332
619,0,"40.04893741, -75.10344598",40.04893741,-75.10344598
620,0,"39.87372068, -75.24732898",39.87372068,-75.24732898
621,0,"35.2190054, -80.9427282",35.2190054,-80.9427282
622,0,"35.2191669, -80.9435256",35.2191669,-80.9435256
623,0,"40.04915451, -75.10364317",40.04915451,-75.10364317
624,0,"41.49092099, -81.71644934",41.49092099,-81.71644934
625,0,"33.43629607, -111.99894068",33.43629607,-111.99894068
626,0,"41.49090693, -81.71627307",41.49090693,-81.71627307
627,2,"41.72221977, -71.44574004",41.72221977,-71.44574004
628,0,"41.46454996, -81.70961875",41.46454996,-81.70961875
629,0,"41.46460532, -81.70957793",41.46460532,-81.70957793
630,2,"39.94624391, -75.17915216",39.94624391,-75.17915216
631,0,"39.90000449, -75.20693516",39.90000449,-75.20693516
632,0,"35.2238122, -80.9435393",35.2238122,-80.9435393
633,0,"34.16721397, -118.3453091",34.16721397,-118.3453091
634,0,"38.85580899, -77.04174148",38.85580899,-77.04174148
635,0,"38.90321224, -76.99583548",38.90321224,-76.99583548
636,1,"39.9692473, -75.1346431",39.9692473,-75.1346431
637,0,"38.18285051, -85.74225293",38.18285051,-85.74225293
638,1,"42.201792, -88.3376974",42.201792,-88.3376974
639,0,"42.2017895, -88.337723",42.2017895,-88.337723
640,0,"35.22257093, -80.93941664",35.22257093,-80.93941664
641,0,"34.16721627, -118.34537339",34.16721627,-118.34537339
642,0,"40.77265898, -73.86525922",40.77265898,-73.86525922
643,0,"51.4713252, -0.4674035",51.4713252,-0.4674035
644,0,"35.2203248, -80.94508344",35.2203248,-80.94508344
645,0,"38.86402742, -77.04855865",38.86402742,-77.04855865
646,0,"38.86432211, -77.04913451",38.86432211,-77.04913451
647,0,"39.8816419, -75.2475867",39.8816419,-75.2475867
648,0,"39.8744048, -75.24235009",39.8744048,-75.24235009
649,0,"29.99562368, -90.24376862",29.99562368,-90.24376862
650,1,"42.95012208, -87.90085158",42.95012208,-87.90085158
651,2,"42.95119138, -87.90117857",42.95119138,-87.90117857
652,0,"29.98442078, -90.25340271",29.98442078,-90.25340271
653,0,"29.99894707, -90.27229299",29.99894707,-90.27229299
654,0,"29.98730979, -90.25605983",29.98730979,-90.25605983
655,0,"40.74609464, -74.00636235",40.74609464,-74.00636235
656,2,"35.2204278, -80.94281752",35.2204278,-80.94281752
657,1,"33.79727578, -117.85043081",33.79727578,-117.85043081
658,2,"35.22209167, -80.95237732",35.22209167,-80.95237732
659,0,"35.22476994, -80.93932077",35.22476994,-80.93932077
660,0,"35.22447828, -80.93940943",35.22447828,-80.93940943
661,0,"35.22604872, -80.93863381",35.22604872,-80.93863381
662,2,"35.22123472, -80.93287633",35.22123472,-80.93287633
663,2,"35.21820752, -80.94527061",35.21820752,-80.94527061
664,0,"35.210373, -80.9538682",35.210373,-80.9538682
665,0,"41.15955496, -81.39767448",41.15955496,-81.39767448
666,0,"41.16013713, -81.39768211",41.16013713,-81.39768211
667,2,"41.16012493, -81.39760735",41.16012493,-81.39760735
668,0,"30.44405028, -84.23614305",30.44405028,-84.23614305
669,0,"30.44414315, -84.23627649",30.44414315,-84.23627649
670,0,"35.23185283, -80.96487203",35.23185283,-80.96487203
671,0,"43.0460116, -84.4795683",43.0460116,-84.4795683
672,0,"43.0460003, -84.4794566",43.0460003,-84.4794566
673,0,"35.22287836, -80.94056653",35.22287836,-80.94056653
674,0,"36.1036159, -115.16564",36.1036159,-115.16564
675,0,"35.22363719, -80.94045544",35.22363719,-80.94045544
676,0,"35.22347122, -80.94043272",35.22347122,-80.94043272
677,2,"27.96879606, -82.55192621",27.96879606,-82.55192621
678,0,"25.8801693, -80.14141202",25.8801693,-80.14141202
679,0,"35.22032317, -80.94508353",35.22032317,-80.94508353
680,0,"38.8639627, -77.0436015",38.8639627,-77.0436015
681,0,"38.8687568, -77.035652",38.8687568,-77.035652
682,2,"36.08576903, -115.14953095",36.08576903,-115.14953095
683,0,"40.6488643, -73.7944749",40.6488643,-73.7944749
684,0,"35.20346242, -80.92218024",35.20346242,-80.92218024
685,2,"36.08584875, -115.14968355",36.08584875,-115.14968355
686,0,"35.22643463, -80.93879965",35.22643463,-80.93879965
687,2,"37.78618135, -122.45742542",37.78618135,-122.45742542
688,1,"32.82813261, -97.25115941",32.82813261,-97.25115941
689,0,"40.69017276, -73.91646118",40.69017276,-73.91646118
690,0,"40.68994668, -73.91637642",40.68994668,-73.91637642
691,0,"40.69002464, -73.91638072",40.69002464,-73.91638072
692,0,"40.68996177, -73.91640136",40.68996177,-73.91640136
693,0,"34.0213466, -118.45229268",34.0213466,-118.45229268
694,0,"35.22643463, -80.93879965",35.22643463,-80.93879965
695,2,"37.78618135, -122.45742542",37.78618135,-122.45742542
696,1,"32.82813261, -97.25115941",32.82813261,-97.25115941
697,0,"40.69017276, -73.91646118",40.69017276,-73.91646118
698,0,"40.68994668, -73.91637642",40.68994668,-73.91637642
699,0,"40.69002464, -73.91638072",40.69002464,-73.91638072
700,0,"40.68996177, -73.91640136",40.68996177,-73.91640136
701,0,"32.8968169, -97.0618222",32.8968169,-97.0618222
702,1,"28.02034806, -82.52234293",28.02034806,-82.52234293
703,0,"40.78476286, -73.97029561",40.78476286,-73.97029561
704,0,"27.97575376, -82.53714356",27.97575376,-82.53714356
705,2,"41.06938783, -73.73394372",41.06938783,-73.73394372
706,0,"27.97628758, -82.53727303",27.97628758,-82.53727303
707,0,"39.29951964, -94.71192112",39.29951964,-94.71192112
708,1,"39.29381252, -94.71144036",39.29381252,-94.71144036
709,2,"33.8143379, -116.53572408",33.8143379,-116.53572408
710,0,"39.29275067, -94.70795218",39.29275067,-94.70795218
711,0,"42.18424338, -70.92464087",42.18424338,-70.92464087
712,0,"42.16481023, -70.88929237",42.16481023,-70.88929237
713,0,"30.32398902, -97.71081198",30.32398902,-97.71081198
714,1,"32.91792297, -97.00367737",32.91792297,-97.00367737
715,0,"32.91792297, -97.00367737",32.91792297,-97.00367737
716,0,"32.91792297, -97.00367737",32.91792297,-97.00367737
717,0,"42.01578804, -87.68332344",42.01578804,-87.68332344
718,2,"32.89959729, -97.03558888",32.89959729,-97.03558888
719,0,"40.7786084, -73.94979947",40.7786084,-73.94979947
720,0,"41.98051682, -87.73798602",41.98051682,-87.73798602
721,0,"40.77382001, -73.87315003",40.77382001,-73.87315003
722,1,"39.8893997, -75.219676",39.8893997,-75.219676
723,2,"32.9176348, -97.0163282",32.9176348,-97.0163282
724,2,"41.99335821, -87.91260807",41.99335821,-87.91260807
725,0,"32.92215312, -96.97563515",32.92215312,-96.97563515
726,0,"47.6171292, -122.2803409",47.6171292,-122.2803409
727,0,"41.95627333, -87.87860345",41.95627333,-87.87860345
728,0,"41.45858699, -81.86780822",41.45858699,-81.86780822
729,0,"41.45856783, -81.86763782",41.45856783,-81.86763782
730,0,"41.45862827, -81.86766456",41.45862827,-81.86766456
731,0,"25.79667815, -80.28050395",25.79667815,-80.28050395
732,0,"41.45875201, -81.86775899",41.45875201,-81.86775899
733,0,"36.29164025, -94.11796975",36.29164025,-94.11796975
734,0,"35.87658269, -78.79254351",35.87658269,-78.79254351
735,0,"41.45847861, -81.86764536",41.45847861,-81.86764536
736,0,"41.97367122, -87.89700781",41.97367122,-87.89700781
737,0,"35.17267919, -89.77001941",35.17267919,-89.77001941
738,0,"35.17282894, -89.76988366",35.17282894,-89.76988366
739,0,"35.17266822, -89.76993377",35.17266822,-89.76993377
740,0,"35.1728241, -89.76989935",35.1728241,-89.76989935
741,0,"35.17263842, -89.769988",35.17263842,-89.769988
742,0,"35.17279513, -89.76980671",35.17279513,-89.76980671
743,0,"41.97417744, -87.9004223",41.97417744,-87.9004223
744,2,"39.57991628, -105.94147157",39.57991628,-105.94147157
745,0,"31.93684422, -102.20753682",31.93684422,-102.20753682
746,0,"32.90431463, -97.03489789",32.90431463,-97.03489789
747,1,"34.02153389, -118.45231518",34.02153389,-118.45231518
748,2,"33.66642719, -117.88328444",33.66642719,-117.88328444
749,0,"35.46005368, -80.68267946",35.46005368,-80.68267946
750,0,"32.90425138, -97.02805207",32.90425138,-97.02805207
751,0,"34.0213466, -118.45229268",34.0213466,-118.45229268
752,0,"40.68625909, -74.17970876",40.68625909,-74.17970876
753,0,"39.60778027, -105.95470209",39.60778027,-105.95470209
754,1,"39.91337753, -75.3408263",39.91337753,-75.3408263
755,0,"34.02389944, -118.45541773",34.02389944,-118.45541773
756,0,"33.43417698, -111.99680158",33.43417698,-111.99680158
757,1,"30.441566, -84.281745",30.441566,-84.281745
758,1,"39.91370182, -75.3405344",39.91370182,-75.3405344
759,0,"34.09822952, -118.34307851",34.09822952,-118.34307851
760,2,"41.97629096, -87.89888444",41.97629096,-87.89888444
761,0,"52.51012486, -2.98098622",52.51012486,-2.98098622
762,0,"52.51012488, -2.98098624",52.51012488,-2.98098624
763,0,"28.35144756, -81.54358392",28.35144756,-81.54358392
764,0,"52.51012533, -2.98099904",52.51012533,-2.98099904
765,0,"32.78951797, -96.79891462",32.78951797,-96.79891462
766,0,"39.60813937, -105.9548521",39.60813937,-105.9548521
767,1,"10.42269832, -75.54540857",10.42269832,-75.54540857
768,0,"34.10971017, -118.32188864",34.10971017,-118.32188864
769,0,"34.10909961, -118.32361693",34.10909961,-118.32361693
770,0,"52.51022081, -2.98091961",52.51022081,-2.98091961
771,0,"33.43064352, -112.04521474",33.43064352,-112.04521474
772,0,"37.93712278, -107.81800496",37.93712278,-107.81800496
773,0,"41.97326595, -87.90025691",41.97326595,-87.90025691
774,0,"37.77414482, -122.43628588",37.77414482,-122.43628588
775,0,"37.93644673, -107.81832713",37.93644673,-107.81832713
776,0,"37.93609081, -107.81826687",37.93609081,-107.81826687
777,0,"37.93885695, -107.82069276",37.93885695,-107.82069276
778,1,"37.93882337, -107.82065521",37.93882337,-107.82065521
779,0,"37.93663309, -107.81820588",37.93663309,-107.81820588
780,0,"44.98157837, -93.23592187",44.98157837,-93.23592187
781,0,"33.9424707, -118.4066671",33.9424707,-118.4066671
782,0,"33.9424834, -118.4066885",33.9424834,-118.4066885
783,0,"33.9424824, -118.4066757",33.9424824,-118.4066757
784,0,"51.44284934, -0.13973305",51.44284934,-0.13973305
785,0,"35.09721018, -89.89624696",35.09721018,-89.89624696
786,0,"33.9424793, -118.4066936",33.9424793,-118.4066936
787,0,"32.79397552, -96.80477419",32.79397552,-96.80477419
788,0,"32.79401294, -96.80478711",32.79401294,-96.80478711
789,0,"51.44283789, -0.13974112",51.44283789,-0.13974112
790,0,"33.55192892, -112.07392397",33.55192892,-112.07392397
791,0,"42.205996, -83.35487329",42.205996,-83.35487329
792,0,"47.62581201, -122.3501506",47.62581201,-122.3501506
793,0,"25.8058716, -80.1255332",25.8058716,-80.1255332
794,1,"27.69523415, -97.34856142",27.69523415,-97.34856142
795,0,"27.69540747, -97.34836874",27.69540747,-97.34836874
796,0,"51.44275382, -0.13962939",51.44275382,-0.13962939
797,2,"40.62967208, -73.90433402",40.62967208,-73.90433402
798,1,"25.79729334, -80.28082058",25.79729334,-80.28082058
799,0,"33.40901961, -111.90976239",33.40901961,-111.90976239
800,1,"33.5333555, -112.1827159",33.5333555,-112.1827159
801,2,"35.2376587, -80.92256446",35.2376587,-80.92256446
802,0,"40.67072447, -73.97727422",40.67072447,-73.97727422
803,2,"24.55401318, -81.80300774",24.55401318,-81.80300774
804,2,"33.94207019, -118.39427775",33.94207019,-118.39427775
805,0,"30.0555099, -95.165959",30.0555099,-95.165959
806,0,"43.6950263, -79.3457844",43.6950263,-79.3457844
807,0,"21.32879526, -157.91846558",21.32879526,-157.91846558
808,0,"25.7977857, -80.2809721",25.7977857,-80.2809721
809,1,"30.2772503, -81.38732586",30.2772503,-81.38732586
810,0,"32.89840957, -97.04456259",32.89840957,-97.04456259
811,0,"32.89873575, -97.04452633",32.89873575,-97.04452633
812,2,"30.33730037, -97.74637026",30.33730037,-97.74637026
813,0,"39.85437802, -104.67127565",39.85437802,-104.67127565
814,0,"40.64859599, -73.79426922",40.64859599,-73.79426922
815,0,"25.79939784, -80.27038889",25.79939784,-80.27038889
816,1,"35.23776431, -80.92233988",35.23776431,-80.92233988
817,0,"32.89772724, -97.03561645",32.89772724,-97.03561645
818,2,"41.9774863, -87.90414419",41.9774863,-87.90414419
819,0,"25.8058675, -80.1260541",25.8058675,-80.1260541
820,0,"25.8058666, -80.126062",25.8058666,-80.126062
821,0,"25.8058656, -80.1260481",25.8058656,-80.1260481
822,0,"35.23770686, -80.92243302",35.23770686,-80.92243302
823,2,"33.93871373, -118.40746172",33.93871373,-118.40746172
824,0,"34.02109254, -118.50287086",34.02109254,-118.50287086
825,0,"35.20493157, -80.92540817",35.20493157,-80.92540817
826,0,"34.02148779, -118.50289643",34.02148779,-118.50289643
827,0,"40.64931132, -73.79263138",40.64931132,-73.79263138
828,0,"40.64935461, -73.79198785",40.64935461,-73.79198785
829,0,"35.2176668, -80.9426912",35.2176668,-80.9426912
830,0,"32.9272165, -97.0396313",32.9272165,-97.0396313
831,0,"38.83598483, -77.10864801",38.83598483,-77.10864801
832,0,"40.46694635, -82.64579149",40.46694635,-82.64579149
833,0,"40.65062011, -73.79171323",40.65062011,-73.79171323
834,2,"35.87912533, -78.79162128",35.87912533,-78.79162128
835,0,"40.64824535, -73.80141955",40.64824535,-73.80141955
836,0,"32.9760867, -96.53332214",32.9760867,-96.53332214
837,2,"25.79101279, -80.28861743",25.79101279,-80.28861743
838,0,"15.1659317, 120.5830548",15.1659317,120.5830548
839,0,"38.85482856, -77.04128223",38.85482856,-77.04128223
840,0,"47.24879409, -122.43874458",47.24879409,-122.43874458
841,2,"40.6474324, -73.7936881",40.6474324,-73.7936881
842,0,"32.97609561, -96.53349238",32.97609561,-96.53349238
843,2,"40.68621427, -74.1793971",40.68621427,-74.1793971
844,2,"44.26313964, -69.78197616",44.26313964,-69.78197616
845,0,"40.80718573, -73.95477259",40.80718573,-73.95477259
846,0,"38.5369071, -106.9349375",38.5369071,-106.9349375
847,0,"38.538038, -106.9370467",38.538038,-106.9370467
848,0,"33.64199395, -84.44238523",33.64199395,-84.44238523
849,0,"32.90771571, -97.04233322",32.90771571,-97.04233322
850,0,"33.93939612, -118.38973148",33.93939612,-118.38973148
851,0,"35.22534456, -106.57241352",35.22534456,-106.57241352
852,0,"40.46692522, -82.64567078",40.46692522,-82.64567078
853,0,"32.9070889, -97.03785947",32.9070889,-97.03785947
854,2,"40.64946781, -73.76624703",40.64946781,-73.76624703
